scan,label
/data/PANORAMA/amos22/amos22/images/amos_0104.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0104.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0144.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0144.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0225.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0225.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0191.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0191.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0021.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0021.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0356.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0356.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0142.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0142.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0387.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0387.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0071.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0071.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0092.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0092.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0403.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0403.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0219.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0219.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0344.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0344.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0217.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0217.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0067.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0067.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0045.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0045.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0316.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0316.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0043.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0043.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0288.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0288.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0281.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0281.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0292.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0292.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0264.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0264.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0341.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0341.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0112.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0112.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0399.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0399.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0368.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0368.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0170.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0170.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0179.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0179.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0230.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0230.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0235.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0235.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0049.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0049.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0033.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0033.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0268.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0268.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0069.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0069.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0379.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0379.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0010.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0010.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0014.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0014.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0044.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0044.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0334.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0334.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0197.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0197.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0357.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0357.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0059.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0059.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0171.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0171.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0366.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0366.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0254.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0254.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0248.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0248.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0116.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0116.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0409.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0409.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0398.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0398.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0337.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0337.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0004.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0004.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0383.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0383.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0115.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0115.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0050.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0050.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0237.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0237.nii.gz
/data/PANORAMA/amos22/amos22/images/amos_0290.nii.gz,/data/PANORAMA/amos22/amos22/labels/amos_0290.nii.gz
